	0,463808	2,156801	1,582280	0,251303	1,269525	0,869365	0,281349	1,569791
	0,466358	2,161898	1,597571	0,258950	1,272074	0,864267	0,271151	1,559594
	0,463808	2,156801	1,584828	0,251303	1,269525	0,871914	0,283898	1,564693
	0,471457	2,159350	1,584828	0,246205	1,264426	0,864267	0,276250	1,572340
	0,471457	2,169545	1,587377	0,253852	1,264426	0,856620	0,276250	1,562143
	0,458709	2,156801	1,587377	0,251303	1,269525	0,866816	0,283898	1,567242
	0,471457	2,166996	1,587377	0,253852	1,264426	0,856620	0,276250	1,564693
	0,466358	2,161898	1,595022	0,258950	1,274624	0,861718	0,276250	1,557045
	0,458709	2,161898	1,589925	0,258950	1,277173	0,861718	0,278799	1,559594
	0,458709	2,154252	1,589925	0,253852	1,279722	0,866816	0,276250	1,564693
	0,466358	2,156801	1,584828	0,251303	1,272074	0,866816	0,283898	1,567242
	0,471457	2,169545	1,595022	0,256401	1,269525	0,856620	0,273700	1,559594
	0,471457	2,164447	1,587377	0,253852	1,264426	0,856620	0,276250	1,562143
	0,471457	2,169545	1,589925	0,253852	1,266976	0,854072	0,276250	1,564693
	0,471457	2,161898	1,597571	0,256401	1,272074	0,859169	0,271151	1,557045
	0,458709	2,164447	1,587377	0,256401	1,272074	0,861718	0,276250	1,559594
	0,466358	2,161898	1,597571	0,256401	1,269525	0,859169	0,271151	1,559594
	0,466358	2,169545	1,595022	0,253852	1,277173	0,854072	0,271151	1,557045
	0,471457	2,159350	1,589925	0,243656	1,261877	0,861718	0,278799	1,569791
	0,466358	2,164447	1,592474	0,251303	1,269525	0,861718	0,276250	1,559594
	0,458709	2,154252	1,589925	0,253852	1,277173	0,861718	0,276250	1,569791
	0,466358	2,169545	1,595022	0,253852	1,269525	0,861718	0,276250	1,559594
	0,466358	2,159350	1,584828	0,246205	1,272074	0,851523	0,286448	1,564693
	0,458709	2,156801	1,582280	0,253852	1,272074	0,866816	0,286448	1,564693
	0,466358	2,164447	1,589925	0,258950	1,277173	0,859169	0,276250	1,559594
	0,466358	2,164447	1,592474	0,258950	1,272074	0,861718	0,271151	1,557045
	0,463808	2,156801	1,584828	0,246205	1,261877	0,861718	0,283898	1,562143
	0,471457	2,169545	1,587377	0,256401	1,269525	0,859169	0,271151	1,559594
	0,468907	2,164447	1,595022	0,258950	1,272074	0,859169	0,273700	1,567242
	0,458709	2,161898	1,595022	0,253852	1,269525	0,866816	0,278799	1,564693
	0,461259	2,161898	1,587377	0,258950	1,272074	0,856620	0,276250	1,562143
	0,458709	2,166996	1,592474	0,258950	1,277173	0,861718	0,278799	1,559594
	0,466358	2,159350	1,587377	0,253852	1,272074	0,866816	0,286448	1,567242
	0,468907	2,172093	1,589925	0,261499	1,264426	0,861718	0,271151	1,559594
	0,461259	2,164447	1,589925	0,258950	1,277173	0,866816	0,281349	1,564693
	0,458709	2,166996	1,589925	0,261499	1,274624	0,859169	0,276250	1,557045
	0,463808	2,159350	1,584828	0,253852	1,269525	0,866816	0,286448	1,564693
	0,458709	2,164447	1,584828	0,258950	1,277173	0,869365	0,281349	1,564693
	0,468907	2,172093	1,592474	0,253852	1,269525	0,854072	0,271151	1,564693
	0,461259	2,164447	1,589925	0,258950	1,277173	0,861718	0,276250	1,562143
	0,471457	2,169545	1,597571	0,256401	1,269525	0,859169	0,273700	1,559594
	0,474006	2,166996	1,589925	0,248754	1,264426	0,856620	0,276250	1,564693
	0,466358	2,159350	1,584828	0,251303	1,272074	0,866816	0,283898	1,567242
	0,466358	2,159350	1,582280	0,253852	1,272074	0,866816	0,286448	1,572340
	0,458709	2,169545	1,592474	0,261499	1,274624	0,859169	0,278799	1,559594
	0,461259	2,159350	1,587377	0,251303	1,277173	0,866816	0,276250	1,572340
	0,458709	2,166996	1,589925	0,258950	1,277173	0,861718	0,276250	1,564693
	0,466358	2,172093	1,595022	0,248754	1,266976	0,856620	0,273700	1,564693
	0,461259	2,159350	1,584828	0,251303	1,269525	0,866816	0,283898	1,569791
	0,466358	2,164447	1,597571	0,258950	1,272074	0,859169	0,273700	1,557045
	0,468907	2,166996	1,600119	0,258950	1,272074	0,859169	0,273700	1,559594
	0,466358	2,172093	1,597571	0,251303	1,277173	0,854072	0,273700	1,559594
	0,466358	2,159350	1,597571	0,258950	1,272074	0,864267	0,278799	1,567242
	0,458709	2,166996	1,589925	0,258950	1,277173	0,859169	0,276250	1,557045
	0,461259	2,159350	1,584828	0,253852	1,272074	0,866816	0,283898	1,567242
	0,466358	2,169545	1,584828	0,251303	1,264426	0,854072	0,278799	1,564693
	0,458709	2,166996	1,589925	0,258950	1,277173	0,856620	0,278799	1,559594
	0,468907	2,159350	1,584828	0,251303	1,269525	0,864267	0,283898	1,567242
	0,474006	2,166996	1,589925	0,248754	1,264426	0,859169	0,286448	1,567242
	0,474006	2,174642	1,592474	0,251303	1,266976	0,851523	0,276250	1,567242
	0,458709	2,159350	1,592474	0,251303	1,269525	0,866816	0,286448	1,567242
	0,466358	2,166996	1,597571	0,258950	1,277173	0,864267	0,278799	1,567242
	0,471457	2,166996	1,592474	0,246205	1,264426	0,859169	0,276250	1,572340
	0,466358	2,164447	1,587377	0,246205	1,264426	0,859169	0,278799	1,569791
	0,466358	2,161898	1,584828	0,251303	1,272074	0,864267	0,286448	1,572340
	0,474006	2,174642	1,597571	0,261499	1,272074	0,859169	0,271151	1,562143
	0,466358	2,166996	1,589925	0,246205	1,261877	0,856620	0,276250	1,572340
	0,461259	2,166996	1,587377	0,258950	1,277173	0,859169	0,278799	1,564693
	0,474006	2,174642	1,589925	0,253852	1,264426	0,854072	0,278799	1,564693
	0,466358	2,166996	1,592474	0,256401	1,274624	0,856620	0,276250	1,559594
	0,474006	2,174642	1,589925	0,253852	1,264426	0,854072	0,276250	1,562143
	0,461259	2,161898	1,592474	0,253852	1,277173	0,866816	0,278799	1,567242
	0,458709	2,161898	1,589925	0,251303	1,277173	0,864267	0,278799	1,572340
	0,458709	2,161898	1,592474	0,253852	1,277173	0,866816	0,278799	1,564693
	0,458709	2,166996	1,589925	0,258950	1,274624	0,859169	0,278799	1,569791
	0,466358	2,166996	1,584828	0,243656	1,272074	0,859169	0,283898	1,574890
	0,466358	2,164447	1,600119	0,258950	1,269525	0,859169	0,273700	1,559594
	0,471457	2,166996	1,589925	0,248754	1,264426	0,859169	0,278799	1,572340
	0,468907	2,166996	1,595022	0,258950	1,269525	0,856620	0,273700	1,557045
	0,466358	2,161898	1,584828	0,251303	1,272074	0,861718	0,283898	1,567242
	0,461259	2,164447	1,589925	0,251303	1,279722	0,861718	0,278799	1,564693
	0,466358	2,174642	1,600119	0,251303	1,269525	0,851523	0,278799	1,564693
	0,471457	2,169545	1,589925	0,246205	1,264426	0,859169	0,278799	1,567242
	0,468907	2,174642	1,600119	0,251303	1,277173	0,856620	0,281349	1,557045
	0,466358	2,177191	1,600119	0,258950	1,277173	0,856620	0,278799	1,559594
	0,461259	2,169545	1,592474	0,256401	1,272074	0,861718	0,283898	1,562143
	0,466358	2,166996	1,584828	0,248754	1,272074	0,856620	0,283898	1,564693
	0,466358	2,169545	1,595022	0,258950	1,272074	0,856620	0,271151	1,564693
	0,468907	2,166996	1,589925	0,248754	1,264426	0,859169	0,278799	1,569791
	0,461259	2,161898	1,589925	0,253852	1,274624	0,861718	0,278799	1,569791
	0,466358	2,169545	1,600119	0,261499	1,272074	0,856620	0,271151	1,559594
	0,461259	2,161898	1,592474	0,253852	1,277173	0,864267	0,276250	1,564693
	0,466358	2,169545	1,597571	0,258950	1,272074	0,856620	0,278799	1,559594
	0,463808	2,172093	1,595022	0,253852	1,272074	0,851523	0,273700	1,559594
	0,463808	2,166996	1,589925	0,248754	1,264426	0,859169	0,276250	1,572340
	0,461259	2,169545	1,589925	0,258950	1,277173	0,859169	0,276250	1,559594
	0,461259	2,161898	1,592474	0,261499	1,274624	0,861718	0,276250	1,564693
	0,466358	2,161898	1,582280	0,251303	1,272074	0,856620	0,286448	1,569791
	0,456160	2,166996	1,587377	0,251303	1,272074	0,866816	0,281349	1,564693
	0,458709	2,166996	1,592474	0,258950	1,277173	0,861718	0,276250	1,564693
	0,458709	2,169545	1,589925	0,261499	1,277173	0,859169	0,276250	1,559594
	0,458709	2,159350	1,589925	0,251303	1,274624	0,864267	0,276250	1,567242
	0,466358	2,166996	1,584828	0,246205	1,269525	0,856620	0,283898	1,567242
	0,466358	2,161898	1,584828	0,253852	1,269525	0,861718	0,283898	1,564693
	0,458709	2,166996	1,592474	0,258950	1,277173	0,856620	0,278799	1,557045
	0,471457	2,174642	1,589925	0,253852	1,264426	0,854072	0,273700	1,567242
	0,463808	2,161898	1,587377	0,251303	1,269525	0,856620	0,283898	1,569791
	0,466358	2,174642	1,597571	0,253852	1,277173	0,851523	0,276250	1,559594
	0,468907	2,166996	1,597571	0,248754	1,266976	0,856620	0,278799	1,564693
	0,458709	2,161898	1,587377	0,253852	1,272074	0,861718	0,283898	1,564693
	0,471457	2,174642	1,589925	0,253852	1,261877	0,848974	0,278799	1,564693
	0,471457	2,166996	1,592474	0,246205	1,264426	0,856620	0,278799	1,572340
	0,458709	2,169545	1,589925	0,258950	1,277173	0,856620	0,276250	1,564693
	0,463808	2,174642	1,597571	0,253852	1,269525	0,851523	0,273700	1,559594
	0,458709	2,161898	1,592474	0,253852	1,277173	0,861718	0,281349	1,564693
	0,466358	2,174642	1,589925	0,251303	1,266976	0,851523	0,276250	1,564693
	0,458709	2,169545	1,592474	0,258950	1,274624	0,856620	0,281349	1,559594
	0,474006	2,174642	1,595022	0,253852	1,272074	0,851523	0,276250	1,567242
	0,471457	2,166996	1,589925	0,248754	1,269525	0,856620	0,276250	1,564693
	0,466358	2,166996	1,592474	0,246205	1,264426	0,856620	0,273700	1,569791
	0,471457	2,174642	1,597571	0,253852	1,264426	0,851523	0,276250	1,557045
	0,463808	2,172093	1,597571	0,253852	1,269525	0,854072	0,273700	1,557045
	0,458709	2,159350	1,589925	0,253852	1,274624	0,859169	0,278799	1,562143
	0,463808	2,159350	1,587377	0,253852	1,269525	0,856620	0,278799	1,569791
	0,471457	2,174642	1,589925	0,253852	1,261877	0,848974	0,273700	1,559594
	0,466358	2,169545	1,589925	0,261499	1,269525	0,854072	0,271151	1,564693
	0,458709	2,166996	1,589925	0,248754	1,269525	0,854072	0,283898	1,569791
	0,458709	2,164447	1,584828	0,261499	1,272074	0,861718	0,286448	1,564693
	0,466358	2,166996	1,597571	0,261499	1,269525	0,856620	0,271151	1,559594
	0,471457	2,174642	1,589925	0,253852	1,264426	0,846425	0,278799	1,564693
	0,463808	2,172093	1,589925	0,253852	1,269525	0,854072	0,278799	1,557045
	0,458709	2,159350	1,584828	0,246205	1,272074	0,856620	0,286448	1,569791
	0,463808	2,172093	1,597571	0,251303	1,272074	0,848974	0,271151	1,557045
	0,463808	2,164447	1,597571	0,258950	1,269525	0,856620	0,273700	1,559594
	0,466358	2,166996	1,582280	0,248754	1,269525	0,848974	0,278799	1,562143
	0,461259	2,161898	1,589925	0,253852	1,274624	0,859169	0,278799	1,567242
	0,458709	2,166996	1,592474	0,258950	1,272074	0,854072	0,276250	1,557045
	0,471457	2,166996	1,589925	0,246205	1,264426	0,851523	0,278799	1,569791
	0,471457	2,172093	1,589925	0,251303	1,264426	0,848974	0,276250	1,562143
	0,468907	2,169545	1,589925	0,248754	1,261877	0,846425	0,278799	1,564693
	0,468907	2,166996	1,597571	0,258950	1,269525	0,854072	0,271151	1,559594
	0,463808	2,169545	1,589925	0,253852	1,261877	0,846425	0,278799	1,564693
	0,466358	2,166996	1,597571	0,256401	1,269525	0,854072	0,276250	1,564693
	0,466358	2,166996	1,597571	0,258950	1,272074	0,854072	0,271151	1,564693
	0,466358	2,169545	1,600119	0,253852	1,269525	0,848974	0,273700	1,562143
	0,458709	2,166996	1,592474	0,261499	1,274624	0,854072	0,276250	1,564693
	0,466358	2,166996	1,584828	0,248754	1,269525	0,854072	0,286448	1,569791
	0,463808	2,159350	1,589925	0,251303	1,261877	0,854072	0,278799	1,564693
	0,458709	2,159350	1,589925	0,253852	1,277173	0,861718	0,278799	1,564693
	0,458709	2,166996	1,589925	0,261499	1,277173	0,854072	0,278799	1,559594
	0,468907	2,172093	1,589925	0,253852	1,261877	0,846425	0,273700	1,564693
	0,458709	2,159350	1,592474	0,253852	1,274624	0,861718	0,278799	1,562143
	0,471457	2,164447	1,589925	0,251303	1,269525	0,846425	0,273700	1,562143
	0,458709	2,159350	1,589925	0,253852	1,274624	0,859169	0,281349	1,567242
	0,471457	2,164447	1,597571	0,256401	1,266976	0,851523	0,271151	1,551946
	0,471457	2,164447	1,589925	0,248754	1,264426	0,846425	0,278799	1,562143
